,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
5832,orang kristen laku apa benar dia orang kristen bukan jadi orang kristen,0,0,0,0,0,0,0,0,0,0,0,0
5833,prabowo jangan koar koar citra terus,1,0,1,0,0,0,0,0,1,1,0,0
5834,bunuh orang ahmadiyah syiah memang partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
5835,hari restoran pondok lele aksana cirebon datang rombong pemuda salah satu gereja di kota cirebon mungkin aku kira katolik betul sekali layan hari kurang jadi aku ikut bantu,0,0,0,0,0,0,0,0,0,0,0,0
5836,prabowo gerombol mampu tanding isu,1,0,0,1,0,0,0,0,1,0,1,0
5837,entot adik mas ah ah terus mas enjot memek adik,0,1,0,0,0,0,0,0,0,0,0,0
5838,orang bajing pants di phankn,0,1,0,0,0,0,0,0,0,0,0,0
5839,baik beliau minta mundur pak memang mau politik,1,0,1,0,0,0,0,0,1,1,0,0
5840,partai komunis indonesia maksud partai adil sejahtera tanya,0,0,0,0,0,0,0,0,0,0,0,0
5841,isu partai komunis indonesia muncul semangat fitnah obor rakyat partai adil sejahtera pilih presidentp tidak habis pikir pimpin redaksi orang malah jadi direksi badan usaha milik negara blunder,1,0,0,1,0,0,0,0,1,0,1,0
5842,syetannn lah tidak suka dengar suara azan tidak suka lihat orang hijab apa mungkin ibu setan turun iblis innalillah miris,0,1,0,0,0,0,0,0,0,0,0,0
5843,sebab agama cacat hawa nafsu hari asysyihaab,0,0,0,0,0,0,0,0,0,0,0,0
5844,omong ahok bukti anies sandi ingkar janji soal reklamasi lalu,1,0,0,1,0,0,0,0,1,0,1,0
5845,harus sumpah allah subhanahu wa taala benci kafir pak lukman tak sebut islam damai lama sunni lawan syiah seteru,1,0,0,1,1,0,0,0,0,0,1,0
5846,tahu mampus aku xfxfxxad,0,1,0,0,0,0,0,0,0,0,0,0
5847,aku terlalu sipit jadi baca,0,0,0,0,0,0,0,0,0,0,0,0
5848,saracen narkoba jakaa jadi apa kalau pimpin anies,1,0,1,0,0,0,0,0,1,1,0,0
5849,buah ketapang makan ontankapan abang nyata cinta,0,0,0,0,0,0,0,0,0,0,0,0
5850,tidak anti asing,0,0,0,0,0,0,0,0,0,0,0,0
5851,okezone news anggar negara jokowi banyak ukur kerja jelas,1,0,1,0,0,0,0,0,1,1,0,0
5852,mbah saleh international monetary fund peahankan kira peumbuhan ekonomi global washington dana moneter internasional international,0,0,0,0,0,0,0,0,0,0,0,0
5853,prabowo cemeeh usaha perintah masalah rohingya dunia internasional puji lihat ucap prabowo citra,1,0,1,0,0,0,0,0,1,1,0,0
5854,cabe cabe nya bbmn facrbookn masalah politik mana tau tau nya berita berita sampah citra,1,1,1,0,0,0,0,0,1,1,0,0
5855,can relate satu syukur keluarga gue lengkap walaupun is a lil bit messi sometimes juga gue cacat fisik banyak orang yang nasib bagus gue,0,0,0,0,0,0,0,0,0,0,0,0
5856,ahok penjara kutip kalimat kitab fiksi aneh bela agama ahli surga serentak bela sih dungu kata kitab suci fiksi,1,1,1,0,0,0,0,0,1,1,0,0
5857,sok ganteng banget sih bencong,1,1,1,0,0,0,0,1,0,1,0,0
5858,aku sipit dua tertawa sudah sipit,0,0,0,0,0,0,0,0,0,0,0,0
5859,uh ena nya jadi bapak susilo bambang yudhoyono korupsi terus,1,0,1,0,0,0,0,0,1,1,0,0
5860,aku dulu pernah burik jugapercaya tapi,0,0,0,0,0,0,0,0,0,0,0,0
5861,kalau begini baik jokowi mundur diri lempar handuk aku tak mampu pimpin negara kalau mundur kasihan rakyat semua,1,0,1,0,0,0,0,0,1,1,0,0
5862,aku amannharam hukum ajak perempuan anak kecil medan jihadnkami lepas diri jadi bom kemarinnyg kemarin turut laku orang gilannaman afiliasi isis bom kemarin kata isis k,0,0,0,0,0,0,0,0,0,0,0,0
5863,tunggak listrik viral fadli zon peanyakan usaha listrik negara soal aman data,0,0,0,0,0,0,0,0,0,0,0,0
5864,borong banyak buat fakir umat miskin tahu orang aku ulama borong borong borong murah riah,0,0,0,0,0,0,0,0,0,0,0,0
5865,memang banyak bangsa cebong goblok tuju,1,1,0,1,0,0,0,0,1,0,1,0
5866,teman kerja mirip kang daniel brengseknntrus teman sekolah dulu mirip jongin berengsek nnada teman dekat gue mirip seok jin berengsek nnintinya teman gue berengsek semua,1,1,1,0,0,0,0,0,1,1,0,0
5867,yanan acara cina,0,0,0,0,0,0,0,0,0,0,0,0
5868,peduli replyku sambung apa yang penting ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
5869,bejat,0,1,0,0,0,0,0,0,0,0,0,0
5870,kontol sange ngaceng,0,1,0,0,0,0,0,0,0,0,0,0
5871,benar beta sepak dasar yahudi xfxfxxd,1,1,1,0,1,0,0,0,0,1,0,0
5872,tekong sempang kerayong padu anak buah myself pandai edmet tampon gm kelas aku padu futsal jelas ahli bila gabung gan kelas aku time futsal rajin agama pon hehe jodoh sempurna kelas,0,0,0,0,0,0,0,0,0,0,0,0
5873,info kompasiana prabowo turun yahudi benar ya,1,0,1,0,1,0,0,0,0,1,0,0
5874,xexxaxexxaxexxaxexxa xexxabagian profilnnnama lengkap elizabeth bennet nnmarga kangnnnama panggil bebe liza eelnntempat tanggal lahir jakaa januari nnagama kristen,0,0,0,0,0,0,0,0,0,0,0,0
5875,terus ajak ngewe dong direct message gue amatir anjir haha gangei,0,1,0,0,0,0,0,0,0,0,0,0
5876,kurang kerja lempar lempar batu bang gue tidak kayak teman teman kamu lempar lempari bus main pakai bom molotov xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
5877,malu malu anak medan kamu ruhutnnquiz nnsiapa yang kalau koar suka bawa bawa ras hina pak sampai foto politikus berengsek bakar makassar,1,1,1,0,0,0,0,0,1,1,0,0
5878,joget dekat raffi ahmad ayu ting ting bilang norak kampung sama nagita slavina waduh begini kronologi,0,1,0,0,0,0,0,0,0,0,0,0
5879,jalan jalan kota sumedangnada kambing makan rumputnanakanak senang lihat banci goyang dangdut,0,0,0,0,0,0,0,0,0,0,0,0
5880,kalah kan kamu mampus,1,1,1,0,0,0,0,0,1,1,0,0
5881,hutang ganti bahas halus gotong royong benar benar nalar waras rakyat indonesia sedang uji rezim ininlulus naik kelas,0,0,0,0,0,0,0,0,0,0,0,0
5882,iya maaf salahmaksudnya katolik parahyangan,0,0,0,0,0,0,0,0,0,0,0,0
5883,gue benci sama orang gue beri informasi jelas banget hari tanggal waktu tempat terus tanya mana tik acara jam berapa hari apa bangsat tololxfxfxxa,0,1,0,0,0,0,0,0,0,0,0,0
5884,dasar bolot,1,1,1,0,0,0,1,0,0,1,0,0
5885,lama proses sidang ahok waspada ulama ulama kubu ahokyakni ulama ulama munafik sesat sesat,1,1,0,1,0,0,0,0,1,0,1,0
5886,aspirasi ibu lina sumedang calon gubernur jabar berantas rebut laki orang sudah resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
5887,mentwit soal sim bagaimana cara bikinnyannblkgn gue lihat banyak gambar gambar seliwerannnada simnya xexxa,0,0,0,0,0,0,0,0,0,0,0,0
5888,adalah bukan ustaz bajing,1,1,1,0,0,0,0,0,1,1,0,0
5889,delapan sembilan cupu kamu,1,1,1,0,0,0,0,0,1,1,0,0
5890,paai sinting indonesia,1,1,0,1,0,0,0,0,1,0,1,0
5891,ganti presiden mulai main kasar atas nama agama ulama ustaz uztazah forum ulama umat indonesia ditindaklanjuti,0,0,0,0,0,0,0,0,0,0,0,0
5892,iya dulu gue harap ahok penjara bukan perkara al maidah sih,1,0,1,0,0,0,0,0,1,1,0,0
5893,nctea dulu aku kira renjun member korea jungwoo member asing bagaimana though,0,0,0,0,0,0,0,0,0,0,0,0
5894,turut sih paling probably doktrin doktrin dulu kata etnis tionghoa begini lah lah langsung disamaratakan mempeanyakan validitas cerita cerita sebut pulannbiasanya cerita cuma sudut pandang hhhh,0,0,0,0,0,0,0,0,0,0,0,0
5895,lah takut mati ternyataxfxfxxxfxfxxxfxfxxnkalian lihat para terrorispemimpin kalian takut matitpi kalian mau suruh matibom bunuh diri gobloknal bangsat itu takut matid,1,1,0,1,0,0,0,0,1,0,1,0
5896,direktorat jenderal bima islam menteri agama ri health and financial manajemen training bismillah strategic action team aksinesia islamic wealth management financial planning syariah syariat wealth coach at his grand savero,0,0,0,0,0,0,0,0,0,0,0,0
5897,bahan bakar minyak naik listrik naik telur naik juga percaya ini rezim kocak,1,1,1,0,0,0,0,0,1,1,0,0
5898,memang cebong kalau bicara spei jauh ilmu wawas memang rataxcxb orang bodoh mudah dibodohxcxbi jadi cuma caci maki bicara lindur ilmu,1,1,0,1,0,0,0,0,1,0,1,0
5899,ahok bukti jabat kuasa selaku gubernur jakaa penting sebesarbesarnya taipan ri cina,1,0,1,0,0,0,0,0,1,1,0,0
5900,bantah mata kamu dongok banget kamu tong bicara gasal mulu tolol,1,1,1,0,0,0,0,0,1,1,0,0
5901,selera musik modern playlist lebih banyak lagu terkinintapi takut bilang anak indie idiot sama netizennnngapain insecure nnmusik jadul memang sampahnnmending bilang anak indie idiotnndaripada jadi anak jadul idiot,0,1,0,0,0,0,0,0,0,0,0,0
5902,jadi islam nomor satu tolak boros salah kuasa sila tutup periuk sendiri,0,0,0,0,0,0,0,0,0,0,0,0
5903,umat anies sandi makna otak dobol,1,1,0,1,0,0,0,0,1,0,1,0
5904,paling bikin males jatuh motor bukan benar motor punya koreng lutut which is literally pas kering bakal susah jalan koreng ketariktarik sama kulit,0,0,0,0,0,0,0,0,0,0,0,0
5905,surat perintah henti sidi kok bilang salah cebong kayak kamu ngei surat perintah henti sidi goblok kok ada akhir,1,1,1,0,0,0,0,0,1,1,0,0
5906,lalu hembus tenaga kerja asing asing kuasa driver ojek online xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
5907,aduh mas mending anggap komunis kan bukan komunis kumis hehe,0,0,0,0,0,0,0,0,0,0,0,0
5908,bubar lah panitia khusus sama dewan wakil rakyat nya rakyat rugi bayar pajak gaji tidak kerja nya sibuk sama penting sendiri,1,0,0,1,0,0,0,0,1,0,0,1
5909,pak muhammad naik burak makkah yerusalem dongeng naik apa ibrahim makkah,1,0,0,1,1,0,0,0,0,0,1,0
5910,jokowi ajak ulama jawa barat lurus hoaks tahun politik,0,0,0,0,0,0,0,0,0,0,0,0
5911,kasihan fitriani nasib mu sama dahulu penuh pusat latih nasional nya latih buang nihtp sayang satu bulu tangkis seluruh indonesia ada nyali buat pecat latih lihat cina langsung di pecat ning,0,0,0,0,0,0,0,0,0,0,0,0
5912,papa boxexxol bottom beato iya sempit kontol gue kena tai xfxfxxdxfxfxfxbc mantappppppppp,0,1,0,0,0,0,0,0,0,0,0,0
5913,antek komunis teriak komunis,1,0,1,0,0,1,0,0,0,1,0,0
5914,usah banyak protesapa anies konsisten janji kampanyeklu janji realisasi di batal jadi gubernur,1,0,1,0,0,0,0,0,1,1,0,0
5915,si babi cina sangat biadab laku kaum pribumi para jangan jangan surat pemberitahuan tahun baris serba nu nusantara dukung timpang biadab,1,1,0,1,0,1,0,0,0,0,1,0
5916,lah lemas betul congor mas sini pakai rok,1,1,1,0,0,0,0,0,1,1,0,0
5917,bacot nih pecun,1,1,1,0,0,0,0,0,1,1,0,0
5918,bohong pei bangkai lama lama akan cium bau busuk,0,0,0,0,0,0,0,0,0,0,0,0
5919,silah gabung koalisi zon hak usah banyak koar koar jual congor lebih gue tidak peduli,1,1,1,0,0,0,0,0,1,1,0,0
5920,benar punya akun pir akun satu it cerita pendek jelas berengsek kemarin pas aku baca ada cerita aku baca semua sekaligus sekarang di publikasi semua,0,1,0,0,0,0,0,0,0,0,0,0
5921,inspeksi dadak rumah sakit umum pusat ahmad tabib gubernur kejut lihat sistim antre daftar pasien via,0,0,0,0,0,0,0,0,0,0,0,0
5922,gue asa jadi orang bejat,0,0,0,0,0,0,0,0,0,0,0,0
5923,jadi ingat dulu rela telepon berjamjam habis topik tetap telepon dia dengar wxexxa,0,0,0,0,0,0,0,0,0,0,0,0
5924,pamor rk jadi tak ainya partai politik usung dukung nista agama,1,0,0,1,0,0,0,0,1,0,1,0
5925,ayo bu keliling pesantren siap antar,0,0,0,0,0,0,0,0,0,0,0,0
5926,impo bawang asing buat om,0,0,0,0,0,0,0,0,0,0,0,0
5927,gaib tiba tiba telepon kantor cewek orang cina terus logat bahasa inggris aneh terima telepon beeriak ih bagaimana,0,0,0,0,0,0,0,0,0,0,0,0
5928,njul nek gonku koyo nama cocot bocor njul,0,1,0,0,0,0,0,0,0,0,0,0
5929,antek cina tidak percaya komunis sp orang musuh bantai muslim,1,0,1,0,1,1,0,0,0,1,0,0
5930,jadi orang hebat serah hal apa karir ngewe peemanan apa kunci mau buka telinga jadi dengar baik keluh kesah,0,0,0,0,0,0,0,0,0,0,0,0
5931,mau ganti antek asing,0,0,0,0,0,0,0,0,0,0,0,0
5932,on the way jakarta wussssttturunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
5933,rezim dablek utang banyak mau pakai dana haji lengser jokowi,1,1,1,0,0,0,0,0,1,0,0,1
5934,utang buat suap kamu terus bikin candi mangkrak mending jamban guna guna,0,0,0,0,0,0,0,0,0,0,0,0
5935,matanajwadebatjakaa kalau urus bacot memang anis nya juaranyamemang bakal makan bacot jakaahahapaslon aneh gede bacot doang,1,1,1,0,0,0,0,0,1,1,0,0
5936,kalau sama dulu kerja pas piket siap perangkat kelas kayak taplak meja spidol buku maju kelas lain nah nih boleh tinggal kelas pas pulang kembali lowong kerja ruang piket terus ambil besok paginyan,0,0,0,0,0,0,0,0,0,0,0,0
5937,dong nyinyir di cuci semua sama ahok jadi tidak dan yang teriak kafir xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
5938,entah gue jijik lihat wakil rakyat dewan wakil rakyat sih fadil apes efek baca berita mantan koruptor calon anggota legislatif gembel korupsi tiada akhir,0,1,0,0,0,0,0,0,0,0,0,0
5939,kalau jadi bos presiden apa jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
5940,lama lama berita bom teroris jadi dengar biasa kalau pei kemarin lusa wilayah surabaya barat kata gerebek duga teroris cari berita internet enggak padahal lokasi heboh berita,0,0,0,0,0,0,0,0,0,0,0,0
5941,tidak kan partai komunis indonesia komunis simbol larang perintah apa cara alas that dak toleransi xfxfxxxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
5942,apa masuk sini setan,1,1,1,0,0,0,0,0,1,1,0,0
5943,amin rais prabowo otot bicara rohingya biar kata pahlawan padahal mau,1,0,1,0,0,0,0,0,1,1,0,0
5944,komisi berantas korupsi gelar program pilih kepala daerah integritas,0,0,0,0,0,0,0,0,0,0,0,0
5945,selamat datang setan,1,1,1,0,0,0,0,0,1,1,0,0
5946,cebong kayak kamu tetap dongok abadi gampang kibul,1,1,1,0,0,0,0,0,1,1,0,0
5947,lagu indonesia milik karakteristik buat aku tak paling khas budaya orang indonesia hitsindonesiajuara by putri a via musik indonesia juara,0,0,0,0,0,0,0,0,0,0,0,0
5948,kampret revisi haha,0,1,0,0,0,0,0,0,0,0,0,0
5949,benar pak itu cinta produk sendiri bantu produk kita saing pasar global moga menang jadi gubernur sumatra utara bisa jadi sumatra utara lebih baik baik bidang adang lain,0,0,0,0,0,0,0,0,0,0,0,0
5950,ancam mau lengser jokowi bukan front bela islam alumnilgian apa undang undang atur kalau mau lengser jokowi permisi dulu dukung,1,0,1,0,0,0,0,0,1,1,0,0
5951,apa tantang pernah hadap aku chat,0,0,0,0,0,0,0,0,0,0,0,0
5952,ab orang periang murah senyum pernah raguragu ceria,0,0,0,0,0,0,0,0,0,0,0,0
5953,muka kayak minta anjir,0,1,0,0,0,0,0,0,0,0,0,0
5954,anjir,0,1,0,0,0,0,0,0,0,0,0,0
5955,jangan bikin gue manusia homo ros v rasa jadi chanyeol nih wkwk,0,1,0,0,0,0,0,0,0,0,0,0
5956,ampun bentar sampai jakarta ini mimpi burik,0,0,0,0,0,0,0,0,0,0,0,0
5957,beberapa kali aku lihat tellernya urus mata uang asing cuma aku tak tau omong bagaimana coba tanya pak satpam belum ambil nomor antre biasa suka pak satpam kok kalau mau ambil nomor,0,0,0,0,0,0,0,0,0,0,0,0
5958,katak ge er isu memang jatuh rezim isu adalah kerja intelijen konter gera komunis,1,0,0,1,0,1,0,0,0,0,1,0
5959,haha bukan sipit tidak melek,0,0,0,0,0,0,0,0,0,0,0,0
5960,peanyaan ada syariat islam ajar bom bunuh diri mana,0,0,0,0,0,0,0,0,0,0,0,0
5961,haha kafir plonga plongo nih muka banci salon xfxfxxxfxfxaxaxfxfxxxfxfxx,1,1,1,0,1,0,1,1,0,1,0,0
5962,cebong baru tetas hari mana tahu pak rr,1,1,1,0,0,0,0,0,1,1,0,0
5963,lengser jokowi rekan gagal perintah,1,0,1,0,0,0,0,0,1,0,0,1
5964,eyang jangan diam diam tahan tai,0,0,0,0,0,0,0,0,0,0,0,0
5965,jadi warga negara indonesianitu andanbangganini malah bilang soekarno partai komunis indonesia xexx benarbenar marah,0,0,0,0,0,0,0,0,0,0,0,0
5966,islam nusantara ada tolak sunni wahabisme salaf juga liberalisme pluralisme kerja sama yahudi as,0,0,0,0,0,0,0,0,0,0,0,0
5967,cair lah kamu anjing syiah kenyang kamu makan uang rezim partai komunis indonesia dasar syiah haram jadah kamu anjingxfxfxxxfxfxxxfxfxx,1,1,1,0,1,0,0,0,0,1,0,0
5968,amin mungkin awal pilih kepala daerah jangan pilih calon paaipaai usung puncak ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
5969,ngesaltyin kamori iya takut gigit sama antek antek vampir xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
5970,aduh dek jackson sama teman sama sama berengsek,1,1,0,1,0,0,0,0,1,0,1,0
5971,banyak industri orang cina kerja wkwk,0,0,0,0,0,0,0,0,0,0,0,0
5972,seru rasional bubar partai komunis indonesia ganyang partai komunis indonesia memang tahun jebot sadar era buka,1,0,1,0,0,0,0,0,1,1,0,0
5973,kelu enggak fact dia sendiri tak tau jangkit ke yahudi sejarah nabi amp agama moga hidayah,0,0,0,0,0,0,0,0,0,0,0,0
5974,subhanallahnsaat mahasiswa lembaga kaji uang nasional aksi diam amp lebih boros padahal negeri sakit hutang beambah rupiah hancur bahan bakar minyak listrik naik diam diam tengah malam impor naik tenaga kerja asing ambil seluruh sempat kerjannalhamdulillah ada badan eksekutif mahasiswa terus suara,0,0,0,0,0,0,0,0,0,0,0,0
5975,uji kompetensi visi amp misi handapan panelis bagaimana peluang djarot saiful hidayat amp syiar sitorus pilih kepala daerah sumatra utara saksi kandidat bicara kamis ppl waktu indonesia barat sama zilvia iskandar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
5976,pimpin pimpin buat negara bermaabat gubernur serasa presiden,0,0,0,0,0,0,0,0,0,0,0,0
5977,wkwk budaya turun turun,0,0,0,0,0,0,0,0,0,0,0,0
5978,bangga lihat gubernur indonesia bismillah pak anies presiden,0,0,0,0,0,0,0,0,0,0,0,0
5979,hahagubernur rasa presiden sangat bangga,0,0,0,0,0,0,0,0,0,0,0,0
5980,coba cek struktur tim kampanye anies sandi jelas asma dewi wakil bendahara aksi,1,0,1,0,0,0,0,0,1,1,0,0
5981,biar apa laden banci,0,1,0,0,0,0,0,0,0,0,0,0
5982,tolol hakiki tampil cebong iq ratus kalah solot tolol tidak obat xfxfxxxfxfxxxfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
5983,selamat pak aher gembar gembor amp bawa media mana mana tiba tiba jadi ajatu bandara ini baru gubernur,0,0,0,0,0,0,0,0,0,0,0,0
5984,sibuk feeepo serius pelotot usaha cina yang tambang nikel di morowalisulteng ber ribu ribu tenaga kerja asing,0,0,0,0,0,0,0,0,0,0,0,0
5985,begini nih kalau orang keluar memek perek kamu senang gue bilang emak kamu perekketemuan ayo,1,1,0,1,0,0,0,1,0,0,1,0
5986,benar badan kuliah ikut bohong dosen sama fakultas besok kalau lulus kuliah km pimpin negarapak pak tung presiden punya anak anak pei begitu dosen punya,0,0,0,0,0,0,0,0,0,0,0,0
5987,airlangga malumalu maju bagai calon wakil presiden damping jokowi,0,0,0,0,0,0,0,0,0,0,0,0
5988,guru kimia gue dulu rumus memang begini jangan tanya orang banyak tanya tar jadi ateisnnapa hubung bambang,0,0,0,0,0,0,0,0,0,0,0,0
5989,alternatif kalau kayak jadi dungu kayak cebong xfxfxxxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
5990,soal wacana pilih kepala daerah langsung ilustrasi kerja pasang alat aga kampanye dua pasang calon pesea pilih kepala daerah padang sedia komisi pemelihan umum ulak karang padang sumatra barat senin perintah sama dewan wakil rakyat gulir wacana revi,0,0,0,0,0,0,0,0,0,0,0,0
5991,pakai kacamata mata sipit tenggelam ya,0,0,0,0,0,0,0,0,0,0,0,0
5992,gigih juang periode ingat cerita rawan karena tiap proyek masuk mereka rasa nama fee jadi dipungkiri andai rezim runtuh jilat jilat akan miskin mungkin di bui ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
5993,masyarakat hanya percaya hitam putih dunia tidak percaya kalau ada agamawan komunis okok dukung larang rokok kerja keras tidak sukses quotesmuke,0,0,0,0,0,0,0,0,0,0,0,0
5994,cont nal orang asing tak banyak bicara temu satu cocok orang sebut akhir buka pintu hati buka sea bicara panjang pei hyura sama relasi atau cont,0,0,0,0,0,0,0,0,0,0,0,0
5995,lie tju siswi kelas b sekolah dasar katolik karya yosef istri ronaldo pardede sah,0,0,0,0,0,0,0,0,0,0,0,0
5996,pltl maaf rl yang kristen mau masuk grup direct message,0,0,0,0,0,0,0,0,0,0,0,0
5997,harap ekonomi tidak pengaruh hiruk pikuk politik angka miskin turun,0,0,0,0,0,0,0,0,0,0,0,0
5998,tenggelamkanitu bocah kepala koreng maha sombong langit menang kamu keparat waktu cepat,1,1,1,0,0,0,1,0,0,1,0,0
5999,kalau bubar terus siapa memebrantas korupsi pak jelas korupsi rajalela di dewan wakil rakyat,1,0,0,1,0,0,0,0,1,0,1,0
6000,kuasa mereka milik semua bisa kontrol lewat aparat alat keparat cebong dungu,1,1,0,1,0,0,0,0,1,0,1,0
6001,xcxab buaya model baru mulut banyak makan gula,0,0,0,0,0,0,0,0,0,0,0,0
6002,gubernur koruptor maksud kamu rumah sakit sumber waras reklamasi rakus sih ahok,1,0,1,0,0,0,0,0,1,1,0,0
6003,memang bangkai xfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
6004,sarap sakit jiwa manja jelas kangen cemburu apa apa kok koding perhati my fan bxexxa,0,1,0,0,0,0,0,0,0,0,0,0
6005,mimpi jadi nyata,0,0,0,0,0,0,0,0,0,0,0,0
6006,sabtu pagi masyarakat adat badui kembali lanjut jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kawasan pusat perintah provinsi banten curug kota serang seba baduy direct message,0,0,0,0,0,0,0,0,0,0,0,0
6007,kacau buat kampanye memang negara kakek nya ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
6008,bajing sekali kok sopir maaf enggak pantas sebut driver driver sifat universal kasihan lain sudah kerja benar kena ganti lanjut jadi bangsat,1,1,1,0,0,0,0,0,1,1,0,0
6009,jokowi minta masyarakat alih pakai mata uang tiongkok ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
6010,budek anjir,0,1,0,0,0,0,0,0,0,0,0,0
6011,terus pm malaysia sindir jokowi lalu diaikan serang jokowi hehe,1,0,1,0,0,0,0,0,1,1,0,0
6012,partai komunis indonesia bangkit,1,0,0,1,0,1,0,0,0,0,1,0
6013,lo kata biaya bank asing aku salah info,0,0,0,0,0,0,0,0,0,0,0,0
6014,pak apa program program tenaga kerja indonesia jurnalis koran berita indonesia hong kong,0,0,0,0,0,0,0,0,0,0,0,0
6015,najis zu aman banyak satpam kamu minta gidaf lah biar masuk,1,1,1,0,0,0,0,0,1,1,0,0
6016,berisik duo manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
6017,ambil sapu lidi biar bubar panitia khusus komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,1,0
6018,allah gustikenapa diam ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
6019,kamu tidak budek cuma congean,1,1,1,0,0,0,1,0,0,1,0,0
6020,cocok ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
6021,apa dong bom atom,0,0,0,0,0,0,0,0,0,0,0,0
6022,tak buruburu deklarasi prabowo ingin serap aspirasi ulama habib,0,0,0,0,0,0,0,0,0,0,0,0
6023,jakaa anti asing,0,0,0,0,0,0,0,0,0,0,0,0
6024,dulu buat salah sekarang ingin tebus kesalahannnberi lah peluang tuannncuma satu tuan tuan jangan gantung harap sangat orang kata jangan taksub juga kata waduh butannsebab perlu yang kritik amp bangkang bila kritik,0,0,0,0,0,0,0,0,0,0,0,0
6025,bukan bani cebong bani serbet mas ajak ribut,1,1,1,0,0,0,0,0,1,1,0,0
6026,partai komunis indonesia mau rusak islam bahaya,1,0,0,1,0,1,0,0,0,0,1,0
6027,bisa maju sih jilat kotor ahok guntur romli tuding asma dewi kait aniessandi,1,1,1,0,0,0,0,0,1,1,0,0
6028,aku pernah kak beli barang cina shopee terus yang ada paket aku tanya kan jual mau ngerefund akhir refund kan aku rugi ongkos kirim ini barang jual masing masing harga jual gabung sa,0,0,0,0,0,0,0,0,0,0,0,0
6029,coba sikap bodoh sama yang penting hidup kamu kalau kamu buat salah apa apa kamu manusiaxexxa,0,0,0,0,0,0,0,0,0,0,0,0
6030,tiap kali prof balas akun akun beeriak caci amp label beliau kafir liberal jil lain saya punya satu rasa penasaran bagaimana wajah manusia balik akun sebut lihat jawab profesor kalem amp sangat berb,0,0,0,0,0,0,0,0,0,0,0,0
6031,jangan paksa rakyat pikir teroris bisa pesan para politis buat undang undang rakyatbukan guna para keparat untuk itu di gajixfxfxxac,1,1,0,1,0,0,0,0,1,0,1,0
6032,memek becek terus,0,1,0,0,0,0,0,0,0,0,0,0
6033,jiahahahhh sih bencong idiot galau apa keper nih tahu sering sebar berita fitnah maklum sih gue sama bencong turun gerwani surat pemberitahuan tahun kamu conggak fitnah makan kan sama surat pemberitahuan tahun kerja kamu suka mangkal emper hihi,1,1,1,0,0,0,1,1,0,1,0,0
6034,minta bagai saksi ringan sidang surat pertanggungjawaban fiktif gubernur sumbar datang,0,0,0,0,0,0,0,0,0,0,0,0
6035,sekarang aku tak jumpa maklumat pasal bangsa parut kat muka diaperempuancam kesan toreh pisau sama ada itu budaya cantik ritual agama mazhab padahal islam,0,0,0,0,0,0,0,0,0,0,0,0
6036,haha tidak langsung aku beliau memang pinokio mau pilih jadi presiden kalau iya berai cebong dungu,1,1,1,0,0,0,0,0,1,1,0,0
6037,urus korupsi urus polisitp kalau agama urus sama tuhan angkat jempol sama zumiiiii,0,0,0,0,0,0,0,0,0,0,0,0
6038,anti barat mereka lebih cenderung kiri komunis surat pemberitahuan tahun rusia zaman soekarno condong rusia kalau salah correct me if i am wrong,0,0,0,0,0,0,0,0,0,0,0,0
6039,sekolah dasar papua minoritas protestan boleh pakai jilbab kalau ajar agama misal kelas a b islam satu satu kelas protestan kelas sendiri katolik sendiri hindubudha main jam kosong pindah tiap hari,0,0,0,0,0,0,0,0,0,0,0,0
6040,cebong kamu benar cd kon bisaxfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
6041,antek komunis yayasan lembaga bantu hukum indonesia sedang main main korban,1,0,0,1,0,1,0,0,0,0,1,0
